index	genre	filename	year	old_index	source1	source2	sentence1	sentence2	score
222	main-captions	MSRvid	2012test	522	none	none	A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians	The woman wearing silver pants, pink bellbottoms and a pink scarf isn't riding a bike	2.6
223	main-captions	MSRvid	2012test	524	none	none	A woman who is wearing a pink scarf is riding a bike down a bridge built for pedestrians	The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike	3.7
224	main-captions	MSRvid	2012test	527	none	none	A woman who is wearing a pink boa is riding a bicycle down a bridge built for pedestrians	The woman wearing silver pants, pink bellbottoms and a pink scarf is riding a bike	2.5
225	main-captions	MSRvid	2012test	528	none	none	A person, who is riding a bike, is wearing gear which is black	A biker is wearing gear which is black	4.7
226	main-captions	MSRvid	2012test	529	none	none	A biker is naked	A biker is wearing gear which is black	3.315
227	main-captions	MSRvid	2012test	531	none	none	A black helmet is being worn by a man who is pushing a bicycle	One man is wearing a black helmet and pushing a bicycle	4.8
228	main-captions	MSRvid	2012test	535	none	none	A biker is wearing gear which is black	There is no man wearing a black helmet and pushing a bicycle	2.7
229	main-captions	MSRvid	2012test	538	none	none	One man is wearing a black helmet and pushing a bicycle	A biker is naked	2.6
230	main-captions	MSRvid	2012test	541	none	none	The man in a grey t-shirt is sitting on a rock in front of the waterfall	The man in a t-shirt dyed grey is sitting on a rock in front of a waterfall	4.9
231	main-captions	MSRvid	2012test	542	none	none	The man in a grey t-shirt is sitting on a rock in front of the waterfall	There is no man in a grey t-shirt sitting on a rock in front of the waterfall	3.5
232	main-captions	MSRvid	2012test	545	none	none	A woman is standing and isn't looking at the waterfall	A woman is sitting and looking at the waterfall	3.1
233	main-captions	MSRvid	2012test	548	none	none	A woman is standing and isn't looking at the waterfall	The man in a grey t-shirt is sitting on a rock in front of the waterfall	2.5
234	main-captions	MSRvid	2012test	550	none	none	The man in a t-shirt dyed grey is sitting on a rock in front of a waterfall	A woman is sitting and looking at the waterfall	3.1
235	main-captions	MSRvid	2012test	551	none	none	There is no man in a grey t-shirt sitting on a rock in front of the waterfall	A woman is sitting and looking at the waterfall	1.9
236	main-captions	MSRvid	2012test	552	none	none	A woman is sitting and looking at the waterfall	A rocker is sitting with a t-shirt that has a man over a grey waterfall on the front	2.5
237	main-captions	MSRvid	2012test	555	none	none	A dog, which is brown, and a black one are running in the grass	There is no dog running in the grass	3.4
238	main-captions	MSRvid	2012test	556	none	none	A black man is running in brown grass and racing a dog	A dog, which is brown, and a black one are running in the grass	2.5
239	main-captions	MSRvid	2012test	557	none	none	A dark black dog and a light brown dog are playing in the yard in the back	A dark black dog and a light brown dog are playing in the backyard	4.9
240	main-captions	MSRvid	2012test	560	none	none	A dark black dog and a light brown dog are playing in the yard in the back	A dog, which is brown, and a black one are running in the grass	4.0
241	main-captions	MSRvid	2012test	561	none	none	A dark black dog and a light brown dog are fighting in the backyard	A dog, which is brown, and a black one are running in the grass	3.6
242	main-captions	MSRvid	2012test	564	none	none	There is no dog running in the grass	A dark black dog and a light brown dog are playing in the backyard	3.1
243	main-captions	MSRvid	2012test	565	none	none	A dark black dog and a light brown dog are playing in the backyard	A black man is running in brown grass and racing a dog	2.0
244	main-captions	MSRvid	2012test	568	none	none	A dog that has a brown and white coat is sitting in shallow water	A dog that has a brown and white coat is trotting through shallow water	4.1
245	main-captions	MSRvid	2012test	570	none	none	A white and brown dog is walking through the water with difficulty	A white and brown dog is pacing through the water with difficulty	4.5
246	main-captions	MSRvid	2012test	581	none	none	A group of boys are quiet in front of a large door made of wood	A group of boys are playing with a ball in front of a large door made of wood	3.5
247	main-captions	MSRvid	2012test	586	none	none	The children aren't playing in front of a large door	A group of boys are playing with a ball in front of a large door made of wood	3.4
248	main-captions	MSRvid	2012test	587	none	none	A bunch of boys are playing with a ball in front of a large door made of wood	The children are playing in front of a large door	3.4
249	main-captions	MSRvid	2012test	588	none	none	The children are playing in front of a large door	A group of boys are quiet in front of a large door made of wood	3.4
250	main-captions	MSRvid	2012test	597	none	none	A black, red, white and pink dress is being worn by a woman	A woman is taking off a cloak, which is very large, and revealing extravagant apparel	2.8
251	main-captions	MSRvid	2012test	599	none	none	A woman is taking off a cloak, which is very large, and revealing an extravagant dress	A black, red, white and pink dress is being worn by a woman	3.4
252	main-captions	MSRvid	2012test	601	none	none	A teenage girl is storing away beads that are red	A teenage girl is wearing beads that are red	3.8
253	main-captions	MSRvid	2012test	603	none	none	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling	A lady of young age, with light brown hair, is wearing a red necklace, a sweatshirt and earrings and is smiling	5.0
254	main-captions	MSRvid	2012test	604	none	none	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling	There is no young lady with light brown hair wearing a red necklace, a sweatshirt and earrings and smiling	3.7
255	main-captions	MSRvid	2012test	605	none	none	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling	A red sweatshirt with a smiling lady upon it is suited to be worn with light brown hair, earrings and a necklace 	3.3
256	main-captions	MSRvid	2012test	606	none	none	A lady of young age, with light brown hair, is wearing a red necklace, a sweatshirt and earrings and is smiling	A teenage girl is wearing beads that are red	3.1
257	main-captions	MSRvid	2012test	609	none	none	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling	The teenage girl is wearing beads that are red	2.4
258	main-captions	MSRvid	2012test	611	none	none	The girl likes red and isn't wearing beads for teenagers	A young lady with light brown hair is wearing a red necklace, a sweatshirt and earrings and is smiling	2.3
259	main-captions	MSRvid	2012test	617	none	none	A fearful little boy is on a climbing wall	A fearful little boy is on the ground	3.4
260	main-captions	MSRvid	2012test	621	none	none	A boy is climbing up a wall artificially built for climbing and is attached to a rope	A climbing boy rescues the fearful cat from over the wall	2.2
261	main-captions	MSRvid	2012test	622	none	none	A fearful little boy is on a climbing wall	A boy is effortlessly climbing up a wall artificially built for climbing and is attached to a rope	4.1
262	main-captions	MSRvid	2012test	625	none	none	A boy is climbing up a wall artificially built for climbing and is attached to a rope	A fearful little boy is on a climbing wall	3.9
263	main-captions	MSRvid	2012test	626	none	none	A dad is launching his daughter into a swimming pool	A father is launching the daughter in a swimming pool	4.8
264	main-captions	MSRvid	2012test	628	none	none	A father is in the swimming pool during his daughters launch	A father is launching the daughter in a swimming pool	3.2
265	main-captions	MSRvid	2012test	629	none	none	The man is tossing a kid into the swimming pool that is near the ocean	One man is tossing a kid into the swimming pool that is near the ocean	4.8
266	main-captions	MSRvid	2012test	631	none	none	The man is tossing a kid into the swimming pool that is near the ocean	A kid swimming in the ocean is tossing a coin into the pool, near the man	2.2
267	main-captions	MSRvid	2012test	632	none	none	One man is tossing a kid into the swimming pool that is near the ocean	A father is launching the daughter in a swimming pool	3.9
268	main-captions	MSRvid	2012test	634	none	none	A kid swimming in the ocean is tossing a coin into the pool, near the man	A father is launching the daughter in a swimming pool	1.6
269	main-captions	MSRvid	2012test	637	none	none	A father is in the swimming pool during his daughters launch	The man is tossing a kid into the swimming pool that is near the ocean	2.515
270	main-captions	MSRvid	2012test	638	none	none	A father is launching the daughter in a swimming pool	The man is tossing a kid into the swimming pool that is near the ocean	3.8
271	main-captions	MSRvid	2012test	641	none	none	A social climber is tying a man to a cliff with a rope	One man is climbing a cliff with a rope	3.1
272	main-captions	MSRvid	2012test	643	none	none	A person is standing in front of a rock with a rope, which is pink	A person is climbing a rock with a rope, which is pink	3.9
273	main-captions	MSRvid	2012test	645	none	none	A rock is being climbed by a person with a rope, which is pink	One man is climbing a cliff with a rope	4.3
274	main-captions	MSRvid	2012test	646	none	none	One man is climbing a cliff with a rope	A person is standing in front of a rock with a rope, which is pink	3.4
275	main-captions	MSRvid	2012test	648	none	none	A person is climbing a rock with a rope, which is pink	One man is climbing the cliff with a rope	4.1
